date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2022-08-05,sh.600023,6.14356912,6.23445032,6.10721664,6.21627408,6.14356912,16224026.0,55005885.0,1,0.1193,1,1.1834,0
2022-08-08,sh.600023,6.21627408,6.47074144,6.1799216,6.37986024,6.21627408,44398581.0,155590784.0,1,0.3264,1,2.6316,0
2022-08-09,sh.600023,6.39803648,6.39803648,6.30715528,6.32533152,6.37986024,13119221.0,45728760.0,1,0.0965,1,-0.8547,0
2022-08-10,sh.600023,6.32533152,6.32533152,6.25262656,6.28897904,6.32533152,11853400.0,40999296.0,1,0.0872,1,-0.5747,0
2022-08-11,sh.600023,6.28897904,6.37986024,6.28897904,6.361684,6.28897904,14918643.0,52082962.0,1,0.1097,1,1.1561,0
2022-08-12,sh.600023,6.361684,6.4525652,6.32533152,6.41621272,6.361684,22130527.0,78047703.0,1,0.1627,1,0.8571,0
2022-08-15,sh.600023,6.41621272,6.52527016,6.37986024,6.50709392,6.41621272,31895099.0,113507283.7,1,0.2345,1,1.4164,0
2022-08-16,sh.600023,6.50709392,6.59797512,6.47074144,6.56162264,6.50709392,29293530.0,105324488.11,1,0.2154,1,0.838,0
2022-08-17,sh.600023,6.59797512,6.65250384,6.56162264,6.61615136,6.56162264,30869723.0,112218922.04,1,0.227,1,0.831,0
2022-08-18,sh.600023,6.61615136,6.65250384,6.52527016,6.56162264,6.61615136,34310100.0,124196645.0,1,0.2523,1,-0.8242,0
2022-08-19,sh.600023,6.5434464,6.76156128,6.52527016,6.68885632,6.56162264,59731373.0,218970630.12,1,0.4392,1,1.9391,0
2022-08-22,sh.600023,6.70703256,6.76156128,6.61615136,6.67068008,6.68885632,38305861.0,140549757.48,1,0.2816,1,-0.2717,0
2022-08-23,sh.600023,6.6343276,6.74338504,6.57979888,6.7252088,6.67068008,32232051.0,118322655.87,1,0.237,1,0.8174,0
2022-08-24,sh.600023,6.70703256,6.70703256,6.50709392,6.52527016,6.7252088,28655278.0,103731314.1,1,0.2107,1,-2.973,0
2022-08-25,sh.600023,6.56162264,6.61615136,6.47074144,6.57979888,6.52527016,23668655.0,85201656.55,1,0.174,1,0.8357,0
2022-08-26,sh.600023,6.57979888,6.76156128,6.52527016,6.6343276,6.57979888,32032750.0,117216185.19,1,0.2355,1,0.8287,0
2022-08-29,sh.600023,6.59797512,6.59797512,6.50709392,6.5434464,6.6343276,23659277.0,85166058.2,1,0.174,1,-1.3699,0
2022-08-30,sh.600023,6.56162264,6.61615136,6.50709392,6.56162264,6.5434464,21608312.0,77924663.08,1,0.1589,1,0.2778,0
2022-08-31,sh.600023,6.52527016,6.5434464,6.39803648,6.39803648,6.56162264,22266773.0,79029360.67,1,0.1637,1,-2.4931,0
2022-09-01,sh.600023,6.41621272,6.4525652,6.30715528,6.34350776,6.39803648,21087104.0,73940815.08,1,0.1573,1,-0.8523,0
2022-09-02,sh.600023,6.32533152,6.47074144,6.32533152,6.47074144,6.34350776,24384173.0,86266645.35,1,0.1819,1,2.0057,0
2022-09-05,sh.600023,6.4525652,6.57979888,6.43438896,6.56162264,6.47074144,23335612.0,83739666.03,1,0.174,1,1.4045,0
2022-09-06,sh.600023,6.56162264,6.74338504,6.5434464,6.70703256,6.56162264,34723417.0,127192667.34,1,0.259,1,2.2161,0
2022-09-07,sh.600023,6.70703256,6.9978524,6.67068008,6.85244248,6.70703256,66098210.0,247577444.17,1,0.4929,1,2.168,0
2022-09-08,sh.600023,6.92514744,7.14326232,6.87061872,6.94332368,6.85244248,80590653.0,309933487.8,1,0.601,1,1.3263,0
2022-09-09,sh.600023,6.9069712,6.96149992,6.79791376,6.85244248,6.94332368,43275009.0,163911963.37,1,0.3227,1,-1.3089,0
2022-09-13,sh.600023,6.87061872,6.88879496,6.67068008,6.70703256,6.85244248,33899057.0,125641098.14,1,0.2528,1,-2.122,0
2022-09-14,sh.600023,6.67068008,6.68885632,6.4525652,6.50709392,6.70703256,50236984.0,180921201.35,1,0.3747,1,-2.981,0
2022-09-15,sh.600023,6.5434464,6.56162264,6.37986024,6.43438896,6.50709392,30430300.0,108034416.24,1,0.2269,1,-1.1173,0
2022-09-16,sh.600023,6.43438896,6.4525652,6.19809784,6.21627408,6.43438896,48568500.0,168267660.0,1,0.3622,1,-3.3898,0
2022-09-19,sh.600023,6.03451168,6.16174536,5.61645816,5.8163968,6.21627408,120804526.0,387695134.76,1,0.9009,1,-6.4327,0
2022-09-20,sh.600023,5.83457304,5.88910176,5.78004432,5.78004432,5.8163968,36769326.0,117866154.05,1,0.2742,1,-0.625,0
2022-09-21,sh.600023,5.78004432,6.01633544,5.74369184,5.94363048,5.78004432,42793011.0,138833294.96,1,0.3191,1,2.8302,0
2022-09-22,sh.600023,5.907278,5.96180672,5.87092552,5.907278,5.94363048,22978319.0,74768577.77,1,0.1714,1,-0.6116,0
2022-09-23,sh.600023,5.92545424,6.0890404,5.907278,5.96180672,5.907278,35942982.0,118533372.28,1,0.2681,1,0.9231,0
2022-09-26,sh.600023,5.94363048,5.94363048,5.70733936,5.74369184,5.96180672,40031955.0,127956438.28,1,0.2986,1,-3.6585,0
2022-09-27,sh.600023,5.74369184,5.83457304,5.70733936,5.8163968,5.74369184,25636814.0,81242300.88,1,0.1912,1,1.2658,0
2022-09-28,sh.600023,5.79822056,5.85274928,5.74369184,5.78004432,5.8163968,20977899.0,66711113.11,1,0.1564,1,-0.625,0
2022-09-29,sh.600023,5.79822056,5.8163968,5.65281064,5.7255156,5.78004432,23657474.0,74507259.32,1,0.1764,1,-0.9434,0
2022-09-30,sh.600023,5.7255156,5.79822056,5.70733936,5.76186808,5.7255156,15575659.0,49314498.0,1,0.1162,1,0.6349,0
2022-10-10,sh.600023,5.78004432,5.83457304,5.7255156,5.78004432,5.76186808,15651475.0,49843316.86,1,0.1167,1,0.3155,0
2022-10-11,sh.600023,5.76186808,5.94363048,5.74369184,5.92545424,5.78004432,28243636.0,91044974.05,1,0.2106,1,2.5157,0
2022-10-12,sh.600023,5.907278,5.94363048,5.78004432,5.94363048,5.92545424,20350589.0,65675715.07,1,0.1518,1,0.3067,0
2022-10-13,sh.600023,5.92545424,6.19809784,5.907278,6.16174536,5.94363048,45987811.0,154134888.14,1,0.343,1,3.6697,0
2022-10-14,sh.600023,6.1799216,6.19809784,6.12539288,6.14356912,6.16174536,24600346.0,83361642.77,1,0.1835,1,-0.295,0
2022-10-17,sh.600023,6.14356912,6.19809784,6.01633544,6.1799216,6.14356912,19316962.0,64995004.04,1,0.1441,1,0.5917,0
2022-10-18,sh.600023,6.1799216,6.19809784,6.0890404,6.10721664,6.1799216,15990150.0,53937516.5,1,0.1193,1,-1.1765,0
2022-10-19,sh.600023,6.0890404,6.0890404,5.96180672,5.9981592,6.10721664,23475041.0,77632985.48,1,0.1751,1,-1.7857,0
2022-10-20,sh.600023,5.97998296,6.16174536,5.96180672,6.10721664,5.9981592,23998146.0,79809268.45,1,0.179,1,1.8182,0
2022-10-21,sh.600023,6.07086416,6.1799216,6.07086416,6.0890404,6.10721664,18921781.0,63695988.69,1,0.1411,1,-0.2976,0
2022-10-24,sh.600023,6.0890404,6.23445032,6.05268792,6.16174536,6.0890404,46491859.0,157782858.52,1,0.3467,1,1.194,0
2022-10-25,sh.600023,6.14356912,6.23445032,6.0890404,6.1799216,6.16174536,18809702.0,63637211.3,1,0.1403,1,0.295,0
2022-10-26,sh.600023,6.1799216,6.19809784,6.12539288,6.16174536,6.1799216,15090865.0,51098766.38,1,0.1125,1,-0.2941,0
2022-10-27,sh.600023,6.1799216,6.1799216,6.03451168,6.07086416,6.16174536,16402386.0,54882020.24,1,0.1223,1,-1.4749,0
2022-10-28,sh.600023,6.0890404,6.12539288,5.92545424,5.94363048,6.07086416,19387135.0,64157175.96,1,0.1446,1,-2.0958,0
2022-10-31,sh.600023,5.94363048,6.07086416,5.94363048,6.07086416,5.94363048,17410336.0,57624556.91,1,0.1298,1,2.1407,0
2022-11-01,sh.600023,6.07086416,6.1799216,6.05268792,6.16174536,6.07086416,13857630.0,46637520.66,1,0.1033,1,1.497,0
2022-11-02,sh.600023,6.16174536,6.16174536,6.0890404,6.14356912,6.16174536,18295140.0,61444757.36,1,0.1364,1,-0.295,0
2022-11-03,sh.600023,6.10721664,6.12539288,6.07086416,6.12539288,6.14356912,8766925.0,29407324.5,1,0.0654,1,-0.2959,0
2022-11-04,sh.600023,6.12539288,6.19809784,6.10721664,6.1799216,6.12539288,17399490.0,58938622.73,1,0.1298,1,0.8902,0
2022-11-07,sh.600023,6.16174536,6.28897904,6.14356912,6.25262656,6.1799216,21639019.0,74193275.74,1,0.1614,1,1.1765,0
2022-11-08,sh.600023,6.25262656,6.28897904,6.1799216,6.2708028,6.25262656,17739740.0,60899270.24,1,0.1323,1,0.2907,0
2022-11-09,sh.600023,6.23445032,6.2708028,6.21627408,6.23445032,6.2708028,10075501.0,34589170.58,1,0.0751,1,-0.5797,0
2022-11-10,sh.600023,6.23445032,6.30715528,6.16174536,6.25262656,6.23445032,14393200.0,49488320.0,1,0.1073,1,0.2915,0
2022-11-11,sh.600023,6.41621272,6.47074144,6.2708028,6.28897904,6.25262656,20363770.0,70929934.04,1,0.1519,1,0.5814,0
2022-11-14,sh.600023,6.28897904,6.30715528,6.1799216,6.19809784,6.28897904,15965764.0,54950229.24,1,0.1191,1,-1.4451,0
2022-11-15,sh.600023,6.21627408,6.25262656,6.1799216,6.25262656,6.19809784,13290947.0,45475223.88,1,0.0991,1,0.8798,0
2022-11-16,sh.600023,6.25262656,6.361684,6.23445032,6.28897904,6.25262656,18294627.0,63573753.17,1,0.1364,1,0.5814,0
2022-11-17,sh.600023,6.2708028,6.30715528,6.23445032,6.23445032,6.28897904,12301182.0,42421393.52,1,0.0917,1,-0.8671,0
2022-11-18,sh.600023,6.2708028,6.361684,6.23445032,6.30715528,6.23445032,23372108.0,81082785.94,1,0.1743,1,1.1662,0
2022-11-21,sh.600023,6.32533152,6.41621272,6.2708028,6.39803648,6.30715528,25567260.0,89531684.11,1,0.1907,1,1.4409,0
2022-11-22,sh.600023,6.39803648,6.43438896,6.34350776,6.37986024,6.39803648,13788929.0,48475588.97,1,0.1028,1,-0.2841,0
2022-11-23,sh.600023,6.37986024,6.43438896,6.361684,6.41621272,6.37986024,14242142.0,50157278.84,1,0.1062,1,0.5698,0
2022-11-24,sh.600023,6.41621272,6.5434464,6.39803648,6.50709392,6.41621272,28382511.0,101191731.69,1,0.2117,1,1.4164,0
2022-11-25,sh.600023,6.48891768,6.52527016,6.43438896,6.48891768,6.50709392,17201500.0,61377301.0,1,0.1283,1,-0.2793,0
2022-11-28,sh.600023,6.43438896,6.52527016,6.37986024,6.48891768,6.48891768,21566692.0,76763697.59,1,0.1608,1,0.0,0
2022-11-29,sh.600023,6.52527016,6.5434464,6.4525652,6.48891768,6.48891768,29792351.0,106157401.56,1,0.2222,1,0.0,0
2022-11-30,sh.600023,6.47074144,6.52527016,6.37986024,6.41621272,6.48891768,35249471.0,125278448.73,1,0.2629,1,-1.1204,0
2022-12-01,sh.600023,6.43438896,6.48891768,6.37986024,6.39803648,6.41621272,25428017.0,89882204.84,1,0.1896,1,-0.2833,0
2022-12-02,sh.600023,6.37986024,6.41621272,6.32533152,6.34350776,6.39803648,25392790.0,88889298.2,1,0.1894,1,-0.8523,0
2022-12-05,sh.600023,6.361684,6.48891768,6.361684,6.48891768,6.34350776,30029267.0,106432296.08,1,0.224,1,2.2923,0
2022-12-06,sh.600023,6.48891768,6.48891768,6.32533152,6.34350776,6.48891768,29009968.0,101800455.49,1,0.2164,1,-2.2409,0
2022-12-07,sh.600023,6.32533152,6.37986024,6.25262656,6.34350776,6.34350776,30928150.0,107373852.99,1,0.2307,1,0.0,0
2022-12-08,sh.600023,6.34350776,6.34350776,6.2708028,6.28897904,6.34350776,29775033.0,103284736.85,1,0.2221,1,-0.8596,0
2022-12-09,sh.600023,6.30715528,6.41621272,6.25262656,6.41621272,6.28897904,48983557.0,169550440.93,1,0.3653,1,2.0231,0
2022-12-12,sh.600023,6.361684,6.37986024,6.07086416,6.10721664,6.41621272,74076618.0,251510603.12,1,0.5525,1,-4.8159,0
2022-12-13,sh.600023,6.12539288,6.16174536,6.0890404,6.16174536,6.10721664,24372937.0,82264669.99,1,0.1818,1,0.8929,0
2022-12-14,sh.600023,6.16174536,6.16174536,6.0890404,6.10721664,6.16174536,14658076.0,49380039.68,1,0.1093,1,-0.885,0
2022-12-15,sh.600023,6.10721664,6.12539288,6.07086416,6.0890404,6.10721664,12996800.0,43582575.0,1,0.0969,1,-0.2976,0
2022-12-16,sh.600023,6.07086416,6.1799216,6.07086416,6.12539288,6.0890404,26857603.0,90471205.51,1,0.2003,1,0.597,0
2022-12-19,sh.600023,6.10721664,6.16174536,5.97998296,5.9981592,6.12539288,18925694.0,62983946.08,1,0.1411,1,-2.0772,0
2022-12-20,sh.600023,5.9981592,6.05268792,5.96180672,6.03451168,5.9981592,11564594.0,38326808.94,1,0.0862,1,0.6061,0
2022-12-21,sh.600023,6.03451168,6.10721664,6.01633544,6.05268792,6.03451168,12800081.0,42650353.68,1,0.0955,1,0.3012,0
2022-12-22,sh.600023,6.05268792,6.0890404,5.96180672,5.97998296,6.05268792,14383834.0,47687647.52,1,0.1073,1,-1.2012,0
2022-12-23,sh.600023,5.96180672,6.10721664,5.96180672,6.01633544,5.97998296,14911352.0,49543734.12,1,0.1112,1,0.6079,0
2022-12-26,sh.600023,6.01633544,6.03451168,5.92545424,5.9981592,6.01633544,26089660.0,85628297.62,1,0.1946,1,-0.3021,0
2022-12-27,sh.600023,5.9981592,6.0890404,5.97998296,6.07086416,5.9981592,20954764.0,69807008.9,1,0.1563,1,1.2121,0
2022-12-28,sh.600023,6.03451168,6.23445032,6.01633544,6.1799216,6.07086416,30430438.0,103222076.99,1,0.2269,1,1.7964,0
2022-12-29,sh.600023,6.16174536,6.19809784,6.12539288,6.16174536,6.1799216,14646293.0,49683586.25,1,0.1092,1,-0.2941,0
2022-12-30,sh.600023,6.16174536,6.39803648,6.14356912,6.34350776,6.16174536,43864327.0,151840775.92,1,0.3271,1,2.9499,0
2023-01-03,sh.600023,6.34350776,6.48891768,6.32533152,6.4525652,6.34350776,39556379.0,139580734.68,1,0.295,1,1.7192,0
2023-01-04,sh.600023,6.4525652,6.59797512,6.39803648,6.4525652,6.4525652,35678434.0,126981784.74,1,0.2661,1,0.0,0
2023-01-05,sh.600023,6.47074144,6.56162264,6.41621272,6.50709392,6.4525652,29698334.0,106119448.4,1,0.2215,1,0.8451,0
2023-01-06,sh.600023,6.50709392,6.56162264,6.4525652,6.50709392,6.50709392,23177524.0,82859830.22,1,0.1729,1,0.0,0
2023-01-09,sh.600023,6.50709392,6.59797512,6.43438896,6.56162264,6.50709392,34825352.0,125189386.92,1,0.2597,1,0.838,0
2023-01-10,sh.600023,6.56162264,6.56162264,6.41621272,6.43438896,6.56162264,17764243.0,63260259.82,1,0.1325,1,-1.9391,0
2023-01-11,sh.600023,6.4525652,6.47074144,6.361684,6.37986024,6.43438896,13809206.0,48696558.44,1,0.103,1,-0.8475,0
2023-01-12,sh.600023,6.39803648,6.41621272,6.32533152,6.39803648,6.37986024,14177300.0,49696871.15,1,0.1057,1,0.2849,0
2023-01-13,sh.600023,6.37986024,6.41621272,6.30715528,6.37986024,6.39803648,25854385.0,90418213.79,1,0.1928,1,-0.2841,0
2023-01-16,sh.600023,6.37986024,6.41621272,6.32533152,6.37986024,6.37986024,18659052.0,65485568.52,1,0.1392,1,0.0,0
2023-01-17,sh.600023,6.37986024,6.39803648,6.32533152,6.361684,6.37986024,10316000.0,36071724.0,1,0.0769,1,-0.2849,0
2023-01-18,sh.600023,6.361684,6.37986024,6.30715528,6.34350776,6.361684,16113951.0,56239792.99,1,0.1202,1,-0.2857,0
2023-01-19,sh.600023,6.34350776,6.361684,6.30715528,6.361684,6.34350776,11738295.0,40919756.76,1,0.0875,1,0.2865,0
2023-01-20,sh.600023,6.34350776,6.59797512,6.34350776,6.5434464,6.361684,38756140.0,139100363.34,1,0.289,1,2.8571,0
2023-01-30,sh.600023,6.48891768,6.5434464,6.361684,6.48891768,6.5434464,60074465.0,213070317.0,1,0.448,1,-0.8333,0
2023-01-31,sh.600023,6.4525652,6.48891768,6.39803648,6.43438896,6.48891768,44616769.0,157994013.59,1,0.3327,1,-0.8403,0
2023-02-01,sh.600023,6.43438896,6.4525652,6.37986024,6.41621272,6.43438896,25469088.0,89739036.88,1,0.1899,1,-0.2825,0
2023-02-02,sh.600023,6.39803648,6.57979888,6.361684,6.5434464,6.41621272,42834219.0,152874513.62,1,0.3195,1,1.983,0
2023-02-03,sh.600023,6.50709392,6.5434464,6.4525652,6.52527016,6.5434464,20130814.0,71957412.49,1,0.1501,1,-0.2778,0
2023-02-06,sh.600023,6.50709392,6.5434464,6.47074144,6.52527016,6.52527016,10591988.0,38011394.04,1,0.079,1,0.0,0
